smiles,h298
NCC12CC1C=CC(=O)O2,-33.459999999999994
CCC(C=O)C1(C=O)CN1,-36.251
CCCC(OC)C(=O)CO,-138.196
C#CC=C1CC(C)CC2NC12,104.281
NC1CC2CNC(C3CC3)C12,62.213
CC1=CC2C=C(C=O)C1CO2,-14.507999999999996
C1=CC2=CC3(C1)CC2CCO3,21.84200000000001
CCNC1(C#N)CC1OC,13.04
Cc1noc(C)c1C(=N)N,15.281000000000002
C#CC1(CN)C2CC(O)C1N2,81.79600000000002
C#CC1(C)C2C=CC1(CO)O2,44.586000000000006
COC1CN(C=N)C(=O)C1C,-46.862
CCC1c2nonc2C1CC,35.711000000000006
CN=C1NCC(C)C1=CN,17.137999999999998
COCCCN1C2C=CC1C2,16.109999999999996
CCCC1C2CN(C2)C1CC,15.760000000000003
C1C2CC3C1C1C4CC4C3C21,106.947
N=C1CCC(C=O)=CC(=O)N1,-50.352
CC(C)(C)C1C2NCC(O)C21,-7.691999999999998
CCCC1C=CC2C=CCC21,30.950000000000003
C#CC1=CC2(C)CC1(N)C2,102.535
CCC1(C)C(O)C(C)(C)C1O,-85.65499999999999
CC1NCC1C1(N)CC1C,34.531000000000006
C#CC(CO)c1cc(N)no1,35.412000000000006
C#CC1(OC)CN(C=N)C1=O,32.27
C#CC=CCNC(C)C(=O)O,-30.274
CNC1C2CC3(O)CC3C21N,43.00500000000001
CC12CCCC3OC3C(C1)N2,15.121
O=C1CC2CC13CCN=C2N3,42.870000000000005
N#CCC=C1C=CCC1=O,8.057000000000004
NC1CCNC(=O)C=CNC1,-22.857000000000003
CCCOCC1(O)CC1CN,-77.623
NC1COCCc2ocnc21,-32.019
Cn1cc(N)cc1OC(N)=O,-63.865
CC1CC(C)(CN)C(O)CN1,-31.968000000000004
CN1CC(OCC#CC#N)C1,46.73100000000001
CC1(C2CC2)OCCCC1=O,-53.2
COc1cc2n(c1F)CC2=O,-70.86099999999999
OC1COC2C3C4OC4C1C23,-13.101999999999997
C1#CC2OCC2N=CNCC1,71.854
C#CC1=C(CC)C2CC(C1)C2,76.744
CC1CC=CC1=C(C#N)CO,-9.563999999999997
CCCNCC#CCNC,31.044999999999995
CNC1(C2(C)CO2)CC1O,-32.834
CC1(CN)NC1C1(CO)CN1,20.628000000000004
CC#CC(=CC1CO1)CNC,26.930000000000007
CN=C(CC(C#N)CO)NC,-11.132999999999994
CC1=CC(CO)(OC=O)C=C1,-91.529
CNc1c(F)[nH]c(CN)c1C,-39.698
CC1(C#N)C2C3CN1CC2N3,123.429
CC1CC(C)(N)C(C2CN2)O1,0.2230000000000025
O=C1CC2CC3C=CC2(C1)C3,31.055000000000007
CCC1(NC)C(N)C1(C)O,-24.486
CN=C1NC(C)C2COCC12,9.051999999999994
CC1C2CC1(O)CC(=N)N2C,16.766
NC1=NCC2=CNC(=O)C21O,-5.152999999999999
CC12C=CC(O1)C2C(=O)CO,-56.532
N#CC(O)CNCC(O)CO,-91.311
CC1CC(O)(C=O)C1N=CN,-37.78
CCC(C(N)=O)C1(CO)CO1,-113.253
C#CC1(C)NCC(C)=C1CC,75.974
N#CCC1=Cc2[nH]nnc2C1,93.71800000000002
OC1C2CN3C1C1CC1(O)C23,36.843
CC(N)C=CC1COCC1C,-28.899
COC1CC1(O)C(CN)=NO,-42.874
CCC1C2C(O)CC1(C)C2N,-11.060999999999996
CC=C(CC#CCC)COC,-6.395999999999997
CCCN(C)C1CC(C)(O)C1,-43.257
CC12CC3CC1(C#N)CC3O2,57.643000000000015
N#CC1OCOCCC(=O)O1,-136.368
CC1=CC2CNC1C2C(=O)O,-29.97999999999999
CC1(C)CC2(CN)CCOC12,-8.837999999999994
N#CC#Cc1c[nH]c(N)c1O,32.246
CC1NCC12OCOCC2O,-76.518
CC(N)C1(C)CCC1C1CC1,13.479000000000005
Cc1cc(OC=O)cnc1O,-80.756
N=C1OCCC12CC2O,-29.093999999999987
CC1CC2(CCC2)CC2CN12,50.914
C#CC1OC1CCCN(C)C,36.51500000000001
CC(C)C(=O)C1(C)OCC1=O,-100.817
N=C1OCC23CC2C(=O)CN13,14.339000000000002
C#CC1CC=CC2OC(=O)C12,28.54400000000001
CC(C=O)C1CC2CCCC21,-14.332
CC=Cc1cnnc(F)c1O,-49.095000000000006
CCC(N=CN)C1CC(=O)C1,-25.928
CC1N2CCC2(C)CC1(C)O,-7.842999999999996
CC(O)C12C3CC(O3)C1C2O,-47.69199999999999
CC12CC3C(C=CC1C3N)N2,84.76499999999999
N=CN(C1CC1)C1CC1C=O,31.110000000000007
O=C1CC=C(C2CN2)CN1,11.195000000000007
CC(=O)C1Cc2cc(N)nn21,13.012
C1c2nonc2CC1C1CO1,47.125
COC1C=CCC=CC1CN,-6.428999999999997
CC=C(C)C(=O)C=CC1CN1,-23.029000000000003
CC1OCCCCC2C1N2C,-9.450999999999986
CCC1CC2CCC1C(C)C2,-6.777000000000003
CN1CC1C(CCO)NC=N,-0.7639999999999976
N#Cc1nnccc1C(=N)N,95.114
CC12CC3(C)NCC1C3(C)C2,57.58600000000001
NC1CC(O)C2CC3CN3C12,40.083
CC1=CC=Cc2conc2C1,28.797
CNC1C2CCC3(C)C(N2)C13,71.355
N#CC=CC1=C(N)COC1=O,-33.308
CNc1noc(CCC=O)n1,-24.306
C#CCCOC1CC1CO,-13.924999999999994
CC1NC(=N)C2OC3C(O2)C13,-3.9570000000000025
C#CC=C1C=CC(C(C)O)C1,25.90900000000001
Cc1[nH]cc2c1CC2NC=N,46.81799999999999
CC1(C)CC2NC2(C2CO2)C1,24.482
CNc1cnnc(=N)c(C)c1,71.79400000000001
CCCc1ccc(C#N)[nH]1,28.296000000000003
C#CC(CO)N1CC(O)C1,9.438000000000006
CCC1CC1(C)NCC(=O)O,-87.197
CC(C)(N)C#CC(N)C1CN1,79.787
NCC12CCN1C(=O)NC2,1.7880000000000065
N#CC(O)C1C2NCCC21O,9.027000000000008
CC=C(C=CN(C)C=N)CC,-11.586
C#CC(O)(C#C)C1CN1CC,113.546
C#CCCC(=O)CC1(C)CN1,32.54900000000001
CC1=CC(N)C2NC(C)C12,53.28299999999999
OCC12CC(COC3CC31)O2,-50.79999999999999
CC1CCC2CCC(O)CN12,-15.589
C#CC=Cc1nonc1C#N,132.61800000000002
C#CC1CN=CN1CCCN,94.229
CC1C(O)C12CCC=CCC2,-13.868999999999994
CC1C2NC3C2N2CC3(C)C12,112.524
CC(CC=O)COCC1CC1,-76.989
C#CC#CC(O)CC=CC=O,-14.363999999999988
N#CC(C#N)NC1(CO)CC1,50.000000000000014
CC1(CCCCC(N)=O)CN1,-49.901
CC1=CC(C2CC2C=O)CC1,5.315000000000005
C#CCCN1C(=N)OCC1=O,0.1750000000000042
COC1=NCC(O)C=CN1C,-45.84799999999999
CC1OCC2CC21CC(N)=O,-50.086
CC1(CN)CN(C2CC2)C=N1,52.379000000000005
CC1(C2CC(=O)CC2O)CO1,-77.73999999999998
C#CC1C2COC(=O)C12CN,33.455000000000005
CCC1=CC2OC1(C)C2(C)N,6.145000000000001
CC1c2[nH]cc(O)c2N2CC12,37.97
C#CCC=CC(C)(N)C#C,119.431
N=C(N)C1CC(O)C(O)C1=O,-77.10499999999999
CCCC(C)=CCNC(C)=N,-20.704
O=CNCC1CNC1C=O,-38.468
CC(=O)c1[nH]c(F)cc1C,-80.64099999999999
CCC1(C)C2NC(=O)C(=O)C21,-39.432
CC1=CC2C(=O)C3CC2NC13,49.141000000000005
CC1=CC2C3OCC1C(N)C23,43.176
COC(C(C)O)C1CN1C,-55.44299999999999
CC1(O)CNC1C(=N)N,-3.917000000000001
CC1CNCC2C3C=CCC132,71.832
CC12CCC(N)CC(CN1)C2,24.643
COCC1(OC)C(N)C1CN,-39.28500000000001
CN(C)Cc1cncoc1=O,-39.396
CNC1=NCC(C)=CC=CN1,22.341
C#CC1(C)CNC1CCCO,29.86700000000001
CC#CC(OCC)C(C)(C)O,-57.618
CNCC1=CC2NC(C1)C2=O,30.508999999999997
CC1CC2N=CNC(C)C2C1,32.315999999999995
CC1(C2CNC(=O)O2)CC1,-61.353
NCC(N)C1=C(N)CNC1=O,-17.493000000000002
O=Cc1cncnc1F,-45.372
C#CC=CC1COC(C)(C)C1,27.837000000000003
CN=C1NCC2COCCN12,13.46
Cc1nc(C)c(C2COC2)o1,-34.223
O=CC12CCC(CO)(CC1)O2,-69.74099999999999
CN(C=N)C1COC2CC1C2,17.694000000000003
CC1C2N(C)CC(N)C12C,48.179
CCN=C1NC2CCOC1C2,-1.6550000000000042
C#CC1=C(C=O)C2CNC1C2,73.09200000000001
CNC1(C)C=C(C#N)C2CC21,74.485
C1=CCOC2OCOCC2=C1,-83.8
CC#CC12CC=CC1N2,106.964
CC(C)CCOCC(C)(C)O,-126.037
NC1C(NC=O)=NCC1CO,-43.108
O=CC1COC(=O)OC(=O)N1,-187.362
NC1CC1(N)C12CCCN1C2,83.61999999999999
CC(CCC=O)C(=O)C(N)=O,-126.544
C#CC12OC1C1CC(N)C2O1,69.809
CNCCCC1C(N)C1CN,10.676
O=C1OC2OC3CC2C(O)C13,-106.49899999999998
CC1=CC2C3OCOC23OC1,-60.176
CC1Cc2nc(=O)ncnc21,6.277000000000004
CCn1ncc(C#CCN)n1,73.266
O=C1C2CC3CC(O)(C2)CC13,-16.028999999999993
CNCC1=CNC(=N)C(N)C1,45.869
CC1C2CC1C(O)C=CC2O,-39.338
COC1CC(C(C)N)CCO1,-88.634
OCC12CC(CNC13CC3)C2,21.793000000000013
CC12NCC3OC1OCC32O,-50.06399999999999
CCC1(CC2C(C)N2C)CO1,-5.168999999999997
C#Cc1ccc(N)c(F)c1N,14.411
CC=C(C)CC1C(CC)N1C,3.905999999999999
C#CC12CNC(CN1)C2N,127.388
CNC(C)C1(C)CC(=O)C1,-32.673
CNC1CN2C(C)CC3C1C32,74.956
Cc1[nH]ccc1COCC=O,-45.755
CC1(C=O)NC(=O)C1(C)C,-58.708
CCC1C(C2CO2)=CC2OC21,-5.259999999999998
CC1CC2(N)C(C)C2(O)C1O,-38.16199999999999
CC(C)(O)C1C2COC(=N)N21,-27.198
CC12CC(N)C3(CN3)CC1O2,36.161
CC1OC(=N)OC12CC2,-44.403
N#CC1CC12OCOC2=O,-48.184
Fc1ncnnc1C1COC1,-10.762999999999998
OC12CCC3(CNC3)OC1C2,-9.45699999999999
CC1C=CCC(C)(CN)C1O,-28.766999999999992
CC=C1CC2OC2C1C(C)=O,-32.2
CCc1coc(CCC=O)c1,-64.748
C#CC1CC1(CO)C(=O)C=O,-11.655999999999992
C#CC1(O)C(=O)C2CCCC21,27.165000000000006
C#CC1OC2C1OC1COC12,25.52300000000001
C1=CCN2CCCC2CC1,32.789
CC1C2N=C(N(C)C)C1C2C,46.858
C#CC1(O)CC=CC=C(C)C1,39.60600000000001
CC=C(C(C)=NO)C(F)(F)F,-182.958
CN1C2C3CN3C(=N)C21C#N,153.912
NC12CC13CNCC3C1NC12,120.958
C#CC(=N)N1CC1(C)CC#N,133.38000000000002
NCC1CCN(C=O)CCO1,-58.197
Nc1nc2c([nH]1)C1OC1C2N,34.677
CCC1(O)CC=CC1N1CC1,7.33200000000001
N=C(N)C1=CNCC2(CN2)C1,64.61
NCC(O)C(O)c1conn1,-42.18000000000001
NC=NCC1C(=O)OC1CO,-94.07
CC1=CC2CNC2CC2NC12,83.10900000000001
CC12CC1C=CC(O)CCO2,-40.57099999999999
CC1(C)OC2(C)CC2C1CN,-10.564000000000002
O=CC(=O)C=Cc1ccon1,-40.828
CC1OCOC1C1(CO)CO1,-119.891
NC1CNC1(CO)CCO,-57.475
NCC1NCC12CCC1CC12,65.262
CC12NCC3CC(NC31)C2=O,46.276
OCCc1ccc(F)cc1,-82.57000000000001
NC1(CO)CC2C(O)C2(O)C1,-68.33699999999999
Nc1[nH]cc(C=O)c1NC=O,-35.879
N#CC1NC2CC3CCC3C12,97.428
CC1OCC2C=CC3OC2C13,-3.698999999999996
CC(O)(C(=O)O)C(=O)NC=N,-160.438
CC1C2CC2(O)C2CC12O,-15.126999999999995
CC1(C)CC1(C)C1(O)CNC1,-5.049999999999991
CN1CC(C2NC(=O)C2N)C1,17.17
CC1CC2C1C(=O)C1(C)NC21,32.95799999999999
C1COC23CCOC2(CO1)C3,-48.28999999999999
N=CNCC(N)CC1CC1N,31.306
CC1C2CC3C(CN3C)N12,82.565
NC1C2CCNC3COCC312,41.519000000000005
CC1C2NCC3(C)C=CC2C13,74.401
CNC1CC1(CCO)CCO,-72.88299999999998
N#CCNC1CC(C#N)C1O,49.602
CNC1CC2C3C1C2N1CC31,111.301
C#CCc1c2c(nn1C)OC2,62.591
CC1=CC(C)(CN)COC1C,-26.465
O=C1C2CCNCC1O2,-30.7
CC1CCCCN1C=NO,26.801
Cn1c(N)c(N)n(C=O)c1=O,-50.467
CCOc1[nH]c(O)nc1CC,-84.05600000000001
COc1cc2n(c1O)CC2N,-28.512
Cc1c[nH]c2c1C(C)C(C)C2,15.451999999999998
NCC12CCC(C1)CC21CC1,48.18400000000001
C1=C2COCOC2C2NC2C1,2.301
CCOCCC1C2OCOC12,-94.944
N=CNC(=O)Nc1c[nH]nn1,14.808
OC1C2NC1C1NC21,47.71000000000001
NC1C2CCCNC1C2CO,0.3819999999999979
C#CCOC(C(C)O)C(C)O,-79.06299999999999
CC12CCCC(C)(N)C(C1)O2,-18.191
NC12CCC3C(CNC1)OC32,33.998999999999995
CNC(CO)C(=NO)NC=O,-50.139
CC#CCC(=O)c1ncc[nH]1,43.09600000000001
CC(C)(CNCC=O)OC=O,-112.552
C#CCNc1coc(=NC)[nH]1,69.973
CC(O)C=CC(N)C1CC1,-31.306
O=CC12CC(=O)OC1C2CO,-99.626
CC1C=CCNC2CC2(C)O1,2.922000000000001
C1CC2C1CNC2C1COC1,21.263
NC1CCC2CC3CNC12C3,60.988
Cn1c(O)cc2c1OCC2,-42.23100000000001
CC12Cn3c(N)ccc3C1O2,39.579
CNC1C2CC(C)(C2C)C1C,23.812
CCNCCCC1CNC1,-7.046999999999998
O=CN1CC1C=CC(=O)CO,-75.963
NC12CC3C(C4CN4C31)C2O,79.892
COC12CCC(C1)NC2C,-3.890000000000001
COC12CC3CC1C2OC3=O,-49.368
C#CC(C=O)=CC1CNC1,51.652
C#CCC1OCC1C(C)(C)O,-13.895999999999985
OC1CNCC(O)C1C1CO1,-70.47399999999999
C#CC=C1C(=NO)CC2NC12,116.406
CCCOc1nc(O)c(O)[nH]1,-112.80100000000002
N=c1c(O)cnnn1CC=O,8.269000000000002
C1OCc2c1nnc1c2NC1,59.482
CC#CC=CCCC=CCC,21.71800000000001
C#CCN1C2CC(C2)C12CC2,128.29899999999998
C#CC1C2C(C=O)CN(C)C12,94.708
CC1COCOCCC(=O)C1,-122.83
CCOC(=O)C(O)C#CC#N,-77.40299999999999
CC1NCCN=CNC1=N,37.717
COCC1OCOC1=O,-149.634
C1=CC(C2C3COC2C3)CC1,20.721000000000004
CC1=CC(C)NC(=N)C1C,23.408999999999992
N=C1NCC2=C1CC(N)CC2,50.959
O=CC(=O)CNc1ccon1,-33.153
NC12CC(=NO)COCC1C2,11.241999999999996
CC1CC2(N)C=CC(OC2)O1,-43.62299999999999
C1CC12Cc1[nH]nnc1O2,48.133
CC1NC2CC2(C)C(N)C1C,34.05499999999999
CC(O)C1C(CO)=CC2OC21,-66.26499999999999
CC1OCC2OC(O1)C1CC21,-88.0
CCN=CN(C)C(C#N)=NO,63.48400000000001
CCC1CC2COCC(O)C12,-57.629000000000005
C#CC1C(O)C1C1CO1,28.565000000000005
N=C1CC2NC(=N)C(N1)C2N,86.542
C#CC12CCC(=O)C1NC=N2,89.98
NCC1NC(=O)C2NCC12N,23.778
C#CC1CC2CNC1CC2=O,70.119
CC1C2CCC1C1CC(C1)N2,45.455000000000005
O=C1C=CC23CC2CCC=C13,32.583000000000006
CN1CC(N)C(O)C2C(O)C21,-16.406999999999993
CC1(C)C2C(CN)C3CN3C21,77.05000000000001
C#CC1OC(C)(C)C2OC12,24.02500000000001
O=CCC12COCC(C1)C2O,-64.255
CC1CC2(COCCO2)C1C,-54.173
CC(=O)C1(CC#N)CC1,-0.4719999999999906
CC(C)c1cc(O)c(CN)[nH]1,-40.58200000000001
C#CC(NCC)=C(C#N)C#N,106.772
CCC1=NCCN1C1CC1N,47.56800000000001
CNc1c(F)nnn1C(C)=O,-47.456
CCCC1CCN1C(C)C,-17.506
CC1=CCCC2C(CO)CC12,-12.615999999999998
CC1CC2CCNC1CC2,11.74
CC1CC(=O)C2(O)C=CC=C12,-19.54899999999999
O=C1CC2OC(=O)C(=O)C2O1,-153.59
C1CC2NC2(C2CCN2)C1,62.74700000000001
CCCN=CN1CC1CNC,20.334000000000003
Cc1c(NC=N)[nH]c(N)c1F,-14.824000000000002
C1C2OC2C2CNC1C21CC1,55.74000000000001
CC1OC1(C)C1=NCC(=N)N1,24.682
CC(O)C1CC(C)C(C)N1,-46.576
CN=C1CC(=CN)C(=O)N1,-23.181
N#CC(=O)C1=CNC(=N)NC1,30.615
C#CCC1(CC2NC2C)CC1,89.578
c1nc2oc(C3CC3)nc2o1,3.4930000000000057
O=CC12CC3CC(CN1)C2C3,38.795
C#CC(N)C1(N)CC1(N)CO,61.77300000000002
O=C(C#CCN1CC1)CO,8.071000000000012
COC1C=CC2=CCCC=C21,-4.368999999999994
CCC=C1CCC(C)=C1C=O,-44.542
NCC1=CC(O)C2OCC12O,-49.91399999999999
CN1CC2(N)C3CC1CC32,77.681
CC#CCC1(C)OCC1(C)O,-21.679999999999996
CCCC1CCC=C1NC=N,5.984000000000004
CC(N)C1N2CC(C)C1(C)C2,40.704999999999984
N#CC1C=C2CCN3CC23C1,122.5
CC(C=O)C1NC=NCC1C,-9.464000000000006
NC12CC3OC1C2CC31CO1,29.133000000000003
CN=c1nnc(C)c(N)[nH]1,67.649
CC1=CC(N)C2CNC3CC132,87.47800000000001
CC1(O)C(N)C2C(=O)NCC21,-32.589
C#CC1OC1C(C)(C#C)OC,73.337
O=C1COCC1(O)C1CC1,-73.487
CC(O)C12CC1CC(=O)C2O,-75.57799999999997
NC1C=CC2OC2C1C(=O)O,-60.89699999999999
CC1CC2OC2C2CC12CO,-19.408999999999992
N=C1CCC=CC(=O)O1,-64.695
C#CCC1(CN)NC1C(C)O,43.297
O=C(O)C=C1CCCC1CO,-118.522
CC(N)=C(CO)C(N)=O,-103.691
C#CC1CC2N=CN(C=N)C12,141.41000000000005
CNC(=O)OCC1NC1C=O,-89.476
CC(=O)C1C2CC(=O)COC21,-68.75399999999999
COCC(N)C1(O)CC1C,-62.281
CC(C)(NCC(N)=O)C1CC1,-45.212
CCC12OC(=O)CC1(C)C2O,-91.532
CC1C=CC(O)C2CCC12C,-9.179999999999993
CC(C)C12CNCCC1CN2,30.132
CC#CC1CN=C(NC)N1C,77.86399999999999
C#CC(=O)C#CCC=CC=O,56.533000000000015
C1CC2CN3CC3COCC12,25.792999999999992
CC=CC#CC(O)COC=O,-65.53699999999999
CC1OCC2C1=CCC21CN1,40.631
NC(CO)CN1CC(O)C1=O,-94.172
CC12OC3C4NC3C1(N)CC42,75.075
N=C(N)CC1C=CCOCC1,-12.479
CC#CCC12OC1C=CC2C,57.07700000000001
COCC1(O)C=CCC1C#N,-13.625999999999994
NCC(CN)c1ccnnn1,74.262
CCC1(O)C2CC3(CC3)C1O2,-23.55899999999999
CC1OC2C3C(=O)C4C1N4C23,43.829
CC1NCC1(C(N)=O)C1CC1,-6.712999999999996
COC1OC2C(N)C1C2CO,-76.82900000000001
CC1(N)CC2OCCC3C2C31,22.304
COC1C(C)OCC(C)C1C,-81.59100000000001
COC(C=O)C(C)C1CO1,-88.636
CC(CC(=O)C#N)C(O)CO,-98.17
C#Cc1ncncc1COC,43.221
C#CC1OC(=O)N2C(C#C)C12,96.57600000000002
CN1CCC2CCC2(N)C1=N,57.246
C#CC1CC(C)N1CC(C)=O,40.873000000000005
CC#CC#CC1CC1C(C)N,53.522000000000006
NCc1ccc(F)ccc1=O,-61.38
CCC(C#N)=C(CC)CC,-18.313
CC1CNC1(C)CC(O)CN,-34.122
CNC(C=CC1CN1)C1CO1,22.665000000000006
N=C1CNC(=O)C2C=CCN12,35.765
NC12CC1CC(O)C1NC12,39.527
CC=CC(N)C(O)CC1CC1,-36.505
CC1(C)CN1C1CC2CC1N2,69.33600000000001
CCC1=CCC(CCC=O)=C1,-34.190999999999995
C#CCOCC=CC(=O)C=O,-37.252
C#CC1(COC)CCC1=O,7.846000000000004
C1CC2C3C4COCC(C14)N23,62.587
CC(C)OCC1(C)OCC1O,-118.801
C#CC1(C)C(N)C1(CC)CC,62.29100000000001
CCC1(O)CC1C(=O)CC=O,-96.274
CCC(CNC)C(CN)=NO,-14.078000000000005
CC(C=O)=C(C)CC(C)C#N,-26.378
CCCNCC(CC)CCC,-64.029
N=C1CCCN1C1=NCC=C1,66.54299999999999
CCCOC(C=O)C=O,-114.234
Cc1c(O)cnc(O)c1F,-103.877
CC1=CC(CO)CC(O)C1N,-58.86299999999999
CC1OC1C1=CCN(C=N)C1,33.443
O=CNC1C2CCCCCC21,-19.894
NC1C2OC3CNC2C1O3,-7.798
O=CC1CC1C1C=CC2NC21,59.108
CC1C(O)C(O)CC(=O)N1C,-107.70899999999996
CC1=CCC(C)(C)CC(=N)N1,10.255
COC12CN3C1C3(C)C2,45.64800000000001
CCNC1CC=C(CC)C1,-4.958
CC12CCCC1=CC(=O)O2,-51.779
CC1NC(C)(C)C(=CN)C1=O,-24.243
OCC1NC1C1C=CCOC1,-21.48
CC1CC(C#N)CC(=O)CN1,6.208
CC1(N)COCC=CC2OC21,-22.88799999999999
N=C1CC=C(C2CO2)N1C=O,-6.288999999999994
CCOC1(C)CN(CC)C1=O,-79.868
CCC(C)CN(C)CCCO,-78.021
N=C(N)C(N)C#CC(O)CO,-6.945999999999994
CC1C=C2CN3C2C13C,83.494
NC(=O)C1C=CCC1C1CO1,-34.495999999999995
CC(O)C(=CC1CO1)CO,-98.357
N=C(N)OCOCC1CCO1,-109.745
Nc1ncc(C2CNC2=O)o1,-28.538
CN1CCCC2CC1CN2,36.55200000000001
CC1OC(=O)C(N)(CO)C1O,-140.47199999999998
COC1CC(O)C(C)(CN)C1,-67.767
CC=C1CC2OC1C=C2CO,-22.078
CNCC1CC(C)C2CC2O1,-13.484000000000004
CCC1(CC(=O)O)OCC1N,-115.114
COCC#CC1(N)CNC1,49.04099999999999
CC1(C)C=CCC(CN)NC1,13.780000000000005
CC1OC1C1(CO)CN=CN1,-21.384
CC=CC=C1CC(=O)C=C1C,-43.523
C#CCC1C(C)C1(O)CNC,33.87200000000001
OC1C2CCC1C1(CC2)CN1,17.12100000000001
N#CC1C2CC=C3CNC1C32,119.195
O=C1C(O)CC1NC1CC1,-35.56999999999999
C#CC1(N)COC2C(N)C21,85.335
CC1C2NCC3C2C3N1C=N,97.706
N#Cc1oc(C=O)cc1CO,-46.53699999999998
CCNC(C)CC1(C=O)CC1,-31.741
OC1C2C=CC(O2)C2NCC12,10.445000000000004
CCN1CC2(CC)NC2C1=N,56.22
CC1=CCOC2CC2(C)OC1,-38.269
CCN(C)C(=N)C(=O)CC=O,-57.062
CN=C1NC(=N)C2(CC2)C1O,28.17300000000001
CC1OC2C=CC1C1NC1C2,37.554
N#CC12CC(COC1=O)O2,-40.80399999999999
CC=CNC(=N)NCCCC,-26.077
CC12CC1CC1C3CCC1C32,71.531
CC1CN(CC2CC2)C=N1,39.476000000000006
CN(CCOCCO)C(N)=O,-137.71699999999998
O=C1CC2CC2c2ncoc21,3.3860000000000063
NCCC1C2NCC3OC3C12,35.224000000000004
O=CC1OCCC12OCC2O,-94.7
CC(N)CC12CC=CC1NC2,48.00500000000001
CC1(O)C2CC(O2)C2CC21O,-49.43499999999999
CCC(C)=CC(=O)OCCO,-151.004
CCOC1OCC(=O)C12CO2,-120.924
CC=CC12NC1CNC2(C)C,50.56399999999999
CN1C=NC2CC1C(O)C2N,29.21900000000001
CCC(C)c1cnc(N)nc1,6.116999999999999
N=C1NC=NCC(=O)C(=O)O1,-81.079
C#CCOCCc1cocn1,13.333000000000006
CCC(CN)C1C=CC(N)C1,9.482
C#CC(C=O)=CCNCCO,-15.377999999999997
Cc1c(O)nnc2c1C=CC2,21.707000000000008
CC1C(=NO)C2C(C)C2C1N,43.46799999999999
CC(=O)CC=CC1NCC1O,-53.78599999999999
CC1(C)NC1C(N)CC(N)=O,-28.005000000000003
CCNc1ccn(CC)c1,10.630000000000004
CC1CC2C3CN2C1C3(C)N,72.776
C#CC1NC2C(C)C1C1NC21,145.57
Cc1nonc1C(C)C(=O)O,-53.14499999999999
O=C(CO)C1(O)C=CCC1,-92.487
CN=C1NC=C(C)C12COC2,24.936
CC12CCC(O1)C1OCC1O2,-76.18599999999999
CCCC(N)C1CC2CC2N1,23.748
CC1CCC2(CN1)CN2C=N,57.56700000000001
C#CC12CC(O)C1C2O,30.32000000000001
N#CC1C2CCC(N2)C1C=O,53.528000000000006
CCC(O)CC(C)OC(=N)N,-111.572
C#CC1(C(C)(C)O)CC(O)C1,-12.140999999999988
O=C1CCCCc2nnoc21,1.1380000000000043
CC12CC1C=C1COCC12,33.72
CCN(C=N)CC(=O)C=CN,-23.296
CC1C2CC3C(O)CC1C3C2,5.0280000000000005
COC1CC2CC21C,-8.043
C1=CC2OCC2C2CCC1N2,36.608
C1NC23CC1C(C2)C1NC1C3,98.582
C#CC1CCNC(C)=NC1C,71.594
CC1CNC2CC(C)(C2)C1N,31.486000000000004
CN=C1NC2C(C)C1(N)C2C,53.466
CC1CC(O)C(O)C(C#N)N1,-29.030999999999995
NC1C#CCNCCC(O)C1,29.887000000000004
CC(CC(CO)CO)NC=O,-138.867
O=C1CN2C=NCCC2CN1,14.085
O=COCC1(C=O)CNC1=O,-111.447
CC1COCC(N(C)C)C1,-32.459
CC1=C(CO)CCC1C(C)C,-45.833
C#CC1CCC2(C)CC(C2)O1,44.58200000000001
CN1CC1C(=O)C1CCCO1,-27.980999999999995
CC(N)C1C(C)CNCC1O,-32.897
CNCC1CNCCNC1=N,33.834
Cc1c(N)nc(O)c(F)c1C,-75.01200000000001
COC1COC(=O)C1=CC#N,-69.096
CNC(CC=O)C1OCC1=O,-76.411
CCCCc1cccc(C)n1,-5.002000000000001
CC(=CCO)C1(C)CCCN1,-32.178999999999995
O=C(CCC1CN1)C1CC1,-8.909999999999998
CN1C2CCC(OCC=O)C21,-17.005999999999997
CC(=O)CC1OCC2C(O)C12,-77.33299999999998
CC1(C)NC2C1NCC21CN1,83.708
N=c1nnocc1C(=O)C=O,0.1340000000000074
C#CCC#CC#CC(=O)CO,31.253000000000007
CCC1NC(OC)=NC1C=O,-49.615
CNCC1CC1(COC)OC,-52.968
C#CC(O)(CO)CNC(C)C,-32.354
CN(CCN)C(=N)CC1CC1,19.557
C1CN=C2NCC(CNC1)N2,43.716
CCCc1nc(C=O)c(N)[nH]1,-22.349
CC1C2CN2C2(C)C(N)C12N,90.878
CC1CNC2C(C)C(C1)C2N,30.556999999999988
CC1=CC=C2C3NC3C3CC123,118.682
N=C(N)c1ccc(O)c(F)c1,-60.665000000000006
N=c1nc2c(co1)OCCC2,-15.716999999999985
N#CC1CC2OC(CO)C1O2,-55.49999999999999
CC1(O)CC2(N)CC1N1CC12,43.14000000000001
CCC(C(C)C=O)N1CCC1,-28.14
O=CC12CCC(O)(CC1)C2O,-67.57899999999998
CC1COC(C)C2C(C)C12,-22.25500000000001
CCOCOc1ncno1,-80.697
Nc1nc2c(o1)CCNCC2,-1.961000000000002
C#CC1C2CC1n1nnnc12,178.689
CC(O)C1CCC1C(C)C=O,-75.217
N#CC(=O)C1(CC=O)CCO1,-45.127
